"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","exp_id","event","rt","response","accuracy","view_history","block_number","trial_number","run_number","task","stimulus","filename","category","animacy","index","mouse_tracking_data","mouse_tracking_targets","answer","targets","screen_width","screen_height","button_left","button_bottom"
"pavlovia","0","584","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","1039","0.0-1.0","true","false","[]","[]","[]","mouse_tracker_socialcog","preload","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","4144","0.0-2.0","true","","","","","","fullscreen","","","","","","","","","","","","","","","","","","","","",""
"survey","3","26452","0.0-3.0","","","","","","","demographics_survey","22256","{""MouseSelection"":""Mouse"",""age"":""20"",""handedness"":""Right-handed"",""gender"":""Female"",""EMScode"":""11235""}","[]","","","","","","","","","","","","","","","","","",""
"instructions","4","33634","0.0-4.0","","","","","","","instructions","7181","","","[{""page_index"":0,""viewing_time"":2366},{""page_index"":1,""viewing_time"":1728},{""page_index"":2,""viewing_time"":1460},{""page_index"":3,""viewing_time"":1627}]","","","","","","","","","","","","","","","","",""
"instructions","5","41650","0.0-5.0-0.0","","","","","","","run_instructions","8015","","","[{""page_index"":0,""viewing_time"":8015}]","1","0","1","Whole Image","","","","","","","","","","","","",""
"html-button-response","6","43685","0.0-5.0-1.0-0.0","","","","","","","trial_start","2034","0","","","1","0","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","7","43713","0.0-5.0-1.0-1.0","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","8","44915","0.0-5.0-1.0-2.0","","","","","","","main_trial","null","null","","","1","0","1","Whole Image","./stimuli/beach_ambiguous_interaction.jpg","./stimuli/beach_ambiguous_interaction.jpg","","","","[{""x"":941,""y"":767,""t"":843,""event"":""mousemove""},{""x"":844,""y"":702,""t"":860,""event"":""mousemove""},{""x"":754,""y"":628,""t"":876,""event"":""mousemove""},{""x"":731,""y"":611,""t"":893,""event"":""mousemove""},{""x"":665,""y"":563,""t"":911,""event"":""mousemove""},{""x"":629,""y"":532,""t"":926,""event"":""mousemove""},{""x"":572,""y"":473,""t"":943,""event"":""mousemove""},{""x"":549,""y"":440,""t"":960,""event"":""mousemove""},{""x"":528,""y"":383,""t"":977,""event"":""mousemove""},{""x"":523,""y"":367,""t"":993,""event"":""mousemove""},{""x"":522,""y"":360,""t"":1010,""event"":""mousemove""},{""x"":518,""y"":352,""t"":1027,""event"":""mousemove""},{""x"":513,""y"":344,""t"":1044,""event"":""mousemove""},{""x"":505,""y"":335,""t"":1061,""event"":""mousemove""},{""x"":491,""y"":323,""t"":1078,""event"":""mousemove""},{""x"":488,""y"":320,""t"":1093,""event"":""mousemove""},{""x"":486,""y"":318,""t"":1111,""event"":""mousemove""},{""x"":483,""y"":316,""t"":1127,""event"":""mousemove""},{""x"":481,""y"":315,""t"":1144,""event"":""mousemove""},{""x"":480,""y"":314,""t"":1160,""event"":""mousemove""},{""x"":480,""y"":313,""t"":1186,""event"":""mousemove""},{""x"":479,""y"":313,""t"":1195,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","9","46566","0.0-5.0-1.0-0.1","","","","","","","trial_start","1649","0","","","1","1","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","10","46793","0.0-5.0-1.0-1.1","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","11","47995","0.0-5.0-1.0-2.1","","","","","","","main_trial","null","null","","","1","1","1","Whole Image","./stimuli/funeral_positive_nointeraction.jpg","./stimuli/funeral_positive_nointeraction.jpg","","","","[{""x"":964,""y"":785,""t"":914,""event"":""mousemove""},{""x"":956,""y"":779,""t"":919,""event"":""mousemove""},{""x"":934,""y"":760,""t"":934,""event"":""mousemove""},{""x"":835,""y"":696,""t"":950,""event"":""mousemove""},{""x"":754,""y"":616,""t"":967,""event"":""mousemove""},{""x"":673,""y"":525,""t"":984,""event"":""mousemove""},{""x"":593,""y"":445,""t"":1000,""event"":""mousemove""},{""x"":561,""y"":390,""t"":1017,""event"":""mousemove""},{""x"":540,""y"":368,""t"":1034,""event"":""mousemove""},{""x"":517,""y"":343,""t"":1050,""event"":""mousemove""},{""x"":507,""y"":332,""t"":1067,""event"":""mousemove""},{""x"":501,""y"":325,""t"":1084,""event"":""mousemove""},{""x"":494,""y"":320,""t"":1101,""event"":""mousemove""},{""x"":492,""y"":318,""t"":1117,""event"":""mousemove""},{""x"":491,""y"":318,""t"":1134,""event"":""mousemove""},{""x"":487,""y"":316,""t"":1151,""event"":""mousemove""},{""x"":479,""y"":312,""t"":1167,""event"":""mousemove""},{""x"":472,""y"":309,""t"":1184,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","12","49908","0.0-5.0-1.0-0.2","","","","","","","trial_start","1913","0","","","1","2","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","13","50160","0.0-5.0-1.0-1.2","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","14","51362","0.0-5.0-1.0-2.2","","","","","","","main_trial","null","null","","","1","2","1","Whole Image","./stimuli/poverty_positive_nointeraction.jpg","./stimuli/poverty_positive_nointeraction.jpg","","","","[{""x"":965,""y"":781,""t"":845,""event"":""mousemove""},{""x"":951,""y"":771,""t"":854,""event"":""mousemove""},{""x"":860,""y"":713,""t"":871,""event"":""mousemove""},{""x"":752,""y"":627,""t"":887,""event"":""mousemove""},{""x"":683,""y"":550,""t"":904,""event"":""mousemove""},{""x"":621,""y"":507,""t"":920,""event"":""mousemove""},{""x"":539,""y"":430,""t"":937,""event"":""mousemove""},{""x"":517,""y"":417,""t"":954,""event"":""mousemove""},{""x"":485,""y"":403,""t"":971,""event"":""mousemove""},{""x"":465,""y"":395,""t"":988,""event"":""mousemove""},{""x"":446,""y"":384,""t"":1005,""event"":""mousemove""},{""x"":432,""y"":369,""t"":1024,""event"":""mousemove""},{""x"":429,""y"":365,""t"":1038,""event"":""mousemove""},{""x"":420,""y"":356,""t"":1054,""event"":""mousemove""},{""x"":414,""y"":353,""t"":1070,""event"":""mousemove""},{""x"":411,""y"":350,""t"":1087,""event"":""mousemove""},{""x"":406,""y"":343,""t"":1104,""event"":""mousemove""},{""x"":405,""y"":341,""t"":1121,""event"":""mousemove""},{""x"":405,""y"":339,""t"":1148,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","15","53755","0.0-5.0-1.0-0.3","","","","","","","trial_start","2392","0","","","1","3","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","16","53781","0.0-5.0-1.0-1.3","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","17","54982","0.0-5.0-1.0-2.3","","","","","","","main_trial","null","null","","","1","3","1","Whole Image","./stimuli/funeral_negative_interaction.jpg","./stimuli/funeral_negative_interaction.jpg","","","","[{""x"":977,""y"":780,""t"":760,""event"":""mousemove""},{""x"":988,""y"":769,""t"":770,""event"":""mousemove""},{""x"":1039,""y"":703,""t"":787,""event"":""mousemove""},{""x"":1117,""y"":621,""t"":804,""event"":""mousemove""},{""x"":1203,""y"":539,""t"":820,""event"":""mousemove""},{""x"":1263,""y"":477,""t"":837,""event"":""mousemove""},{""x"":1354,""y"":409,""t"":854,""event"":""mousemove""},{""x"":1441,""y"":335,""t"":871,""event"":""mousemove""},{""x"":1522,""y"":278,""t"":887,""event"":""mousemove""},{""x"":1546,""y"":260,""t"":904,""event"":""mousemove""},{""x"":1560,""y"":245,""t"":920,""event"":""mousemove""},{""x"":1577,""y"":230,""t"":937,""event"":""mousemove""},{""x"":1587,""y"":223,""t"":953,""event"":""mousemove""},{""x"":1592,""y"":220,""t"":970,""event"":""mousemove""},{""x"":1593,""y"":220,""t"":987,""event"":""mousemove""},{""x"":1594,""y"":220,""t"":1021,""event"":""mousemove""},{""x"":1594,""y"":222,""t"":1128,""event"":""mousemove""},{""x"":1591,""y"":230,""t"":1138,""event"":""mousemove""},{""x"":1580,""y"":257,""t"":1154,""event"":""mousemove""},{""x"":1570,""y"":286,""t"":1172,""event"":""mousemove""},{""x"":1565,""y"":300,""t"":1187,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","18","57294","0.0-5.0-1.0-0.4","","","","","","","trial_start","2311","0","","","1","4","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","19","57395","0.0-5.0-1.0-1.4","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","20","58598","0.0-5.0-1.0-2.4","","","","","","","main_trial","null","null","","","1","4","1","Whole Image","./stimuli/poverty_negative_interaction.jpg","./stimuli/poverty_negative_interaction.jpg","","","","[{""x"":986,""y"":784,""t"":464,""event"":""mousemove""},{""x"":996,""y"":773,""t"":476,""event"":""mousemove""},{""x"":1052,""y"":709,""t"":492,""event"":""mousemove""},{""x"":1117,""y"":660,""t"":509,""event"":""mousemove""},{""x"":1216,""y"":593,""t"":526,""event"":""mousemove""},{""x"":1319,""y"":522,""t"":542,""event"":""mousemove""},{""x"":1347,""y"":507,""t"":559,""event"":""mousemove""},{""x"":1410,""y"":454,""t"":577,""event"":""mousemove""},{""x"":1443,""y"":439,""t"":593,""event"":""mousemove""},{""x"":1475,""y"":421,""t"":610,""event"":""mousemove""},{""x"":1492,""y"":409,""t"":626,""event"":""mousemove""},{""x"":1504,""y"":397,""t"":642,""event"":""mousemove""},{""x"":1506,""y"":393,""t"":659,""event"":""mousemove""},{""x"":1508,""y"":390,""t"":676,""event"":""mousemove""},{""x"":1508,""y"":389,""t"":693,""event"":""mousemove""},{""x"":1509,""y"":389,""t"":711,""event"":""mousemove""},{""x"":1509,""y"":388,""t"":727,""event"":""mousemove""},{""x"":1509,""y"":387,""t"":748,""event"":""mousemove""},{""x"":1512,""y"":384,""t"":793,""event"":""mousemove""},{""x"":1515,""y"":379,""t"":809,""event"":""mousemove""},{""x"":1518,""y"":375,""t"":826,""event"":""mousemove""},{""x"":1523,""y"":370,""t"":843,""event"":""mousemove""},{""x"":1526,""y"":361,""t"":860,""event"":""mousemove""},{""x"":1534,""y"":347,""t"":876,""event"":""mousemove""},{""x"":1544,""y"":332,""t"":893,""event"":""mousemove""},{""x"":1552,""y"":317,""t"":910,""event"":""mousemove""},{""x"":1570,""y"":285,""t"":927,""event"":""mousemove""},{""x"":1572,""y"":277,""t"":943,""event"":""mousemove""},{""x"":1572,""y"":276,""t"":960,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","21","60407","0.0-5.0-1.0-0.5","","","","","","","trial_start","1808","0","","","1","5","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","22","60708","0.0-5.0-1.0-1.5","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","23","61911","0.0-5.0-1.0-2.5","","","","","","","main_trial","null","null","","","1","5","1","Whole Image","./stimuli/wedding_positive_nointeraction.jpg","./stimuli/wedding_positive_nointeraction.jpg","","","","[{""x"":967,""y"":791,""t"":657,""event"":""mousemove""},{""x"":956,""y"":780,""t"":667,""event"":""mousemove""},{""x"":900,""y"":736,""t"":683,""event"":""mousemove""},{""x"":844,""y"":688,""t"":700,""event"":""mousemove""},{""x"":779,""y"":649,""t"":716,""event"":""mousemove""},{""x"":737,""y"":610,""t"":733,""event"":""mousemove""},{""x"":674,""y"":569,""t"":750,""event"":""mousemove""},{""x"":631,""y"":524,""t"":766,""event"":""mousemove""},{""x"":581,""y"":486,""t"":784,""event"":""mousemove""},{""x"":525,""y"":422,""t"":800,""event"":""mousemove""},{""x"":497,""y"":397,""t"":817,""event"":""mousemove""},{""x"":476,""y"":372,""t"":833,""event"":""mousemove""},{""x"":429,""y"":333,""t"":850,""event"":""mousemove""},{""x"":407,""y"":324,""t"":867,""event"":""mousemove""},{""x"":380,""y"":314,""t"":884,""event"":""mousemove""},{""x"":356,""y"":309,""t"":900,""event"":""mousemove""},{""x"":349,""y"":307,""t"":917,""event"":""mousemove""},{""x"":347,""y"":306,""t"":933,""event"":""mousemove""},{""x"":346,""y"":306,""t"":950,""event"":""mousemove""},{""x"":344,""y"":305,""t"":967,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","24","63607","0.0-5.0-1.0-0.6","","","","","","","trial_start","1695","0","","","1","6","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","25","63808","0.0-5.0-1.0-1.6","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","26","65012","0.0-5.0-1.0-2.6","","","","","","","main_trial","null","null","","","1","6","1","Whole Image","./stimuli/birth_ambiguous_nointeraction.jpg","./stimuli/birth_ambiguous_nointeraction.jpg","","","","[{""x"":985,""y"":780,""t"":653,""event"":""mousemove""},{""x"":1008,""y"":751,""t"":671,""event"":""mousemove""},{""x"":1074,""y"":707,""t"":687,""event"":""mousemove""},{""x"":1102,""y"":672,""t"":703,""event"":""mousemove""},{""x"":1123,""y"":650,""t"":721,""event"":""mousemove""},{""x"":1143,""y"":630,""t"":737,""event"":""mousemove""},{""x"":1158,""y"":596,""t"":753,""event"":""mousemove""},{""x"":1161,""y"":586,""t"":770,""event"":""mousemove""},{""x"":1161,""y"":575,""t"":787,""event"":""mousemove""},{""x"":1159,""y"":564,""t"":803,""event"":""mousemove""},{""x"":1157,""y"":553,""t"":821,""event"":""mousemove""},{""x"":1156,""y"":546,""t"":837,""event"":""mousemove""},{""x"":1157,""y"":534,""t"":854,""event"":""mousemove""},{""x"":1164,""y"":525,""t"":870,""event"":""mousemove""},{""x"":1219,""y"":504,""t"":887,""event"":""mousemove""},{""x"":1256,""y"":489,""t"":903,""event"":""mousemove""},{""x"":1321,""y"":463,""t"":920,""event"":""mousemove""},{""x"":1339,""y"":452,""t"":937,""event"":""mousemove""},{""x"":1399,""y"":424,""t"":954,""event"":""mousemove""},{""x"":1427,""y"":418,""t"":970,""event"":""mousemove""},{""x"":1444,""y"":410,""t"":987,""event"":""mousemove""},{""x"":1457,""y"":405,""t"":1004,""event"":""mousemove""},{""x"":1462,""y"":404,""t"":1021,""event"":""mousemove""},{""x"":1463,""y"":404,""t"":1037,""event"":""mousemove""},{""x"":1464,""y"":404,""t"":1054,""event"":""mousemove""},{""x"":1465,""y"":404,""t"":1107,""event"":""mousemove""},{""x"":1467,""y"":404,""t"":1154,""event"":""mousemove""},{""x"":1467,""y"":403,""t"":1172,""event"":""mousemove""},{""x"":1471,""y"":394,""t"":1187,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","27","67417","0.0-5.0-1.0-0.7","","","","","","","trial_start","2405","0","","","1","7","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","28","67719","0.0-5.0-1.0-1.7","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","29","68922","0.0-5.0-1.0-2.7","","","","","","","main_trial","null","null","","","1","7","1","Whole Image","./stimuli/birth_negative_interaction.jpg","./stimuli/birth_negative_interaction.jpg","","","","[{""x"":950,""y"":785,""t"":834,""event"":""mousemove""},{""x"":898,""y"":758,""t"":847,""event"":""mousemove""},{""x"":777,""y"":674,""t"":864,""event"":""mousemove""},{""x"":718,""y"":641,""t"":881,""event"":""mousemove""},{""x"":604,""y"":560,""t"":897,""event"":""mousemove""},{""x"":538,""y"":532,""t"":914,""event"":""mousemove""},{""x"":452,""y"":464,""t"":931,""event"":""mousemove""},{""x"":411,""y"":423,""t"":947,""event"":""mousemove""},{""x"":374,""y"":385,""t"":964,""event"":""mousemove""},{""x"":359,""y"":365,""t"":981,""event"":""mousemove""},{""x"":351,""y"":355,""t"":998,""event"":""mousemove""},{""x"":345,""y"":344,""t"":1014,""event"":""mousemove""},{""x"":343,""y"":342,""t"":1031,""event"":""mousemove""},{""x"":342,""y"":341,""t"":1047,""event"":""mousemove""},{""x"":342,""y"":339,""t"":1064,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","30","70678","0.0-5.0-1.0-0.8","","","","","","","trial_start","1756","0","","","1","8","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","31","70905","0.0-5.0-1.0-1.8","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","32","72110","0.0-5.0-1.0-2.8","","","","","","","main_trial","null","null","","","1","8","1","Whole Image","./stimuli/poverty_positive_interaction.jpg","./stimuli/poverty_positive_interaction.jpg","","","","[{""x"":976,""y"":797,""t"":655,""event"":""mousemove""},{""x"":991,""y"":781,""t"":664,""event"":""mousemove""},{""x"":1082,""y"":700,""t"":681,""event"":""mousemove""},{""x"":1170,""y"":625,""t"":698,""event"":""mousemove""},{""x"":1214,""y"":590,""t"":715,""event"":""mousemove""},{""x"":1290,""y"":537,""t"":731,""event"":""mousemove""},{""x"":1320,""y"":513,""t"":748,""event"":""mousemove""},{""x"":1376,""y"":473,""t"":764,""event"":""mousemove""},{""x"":1399,""y"":461,""t"":782,""event"":""mousemove""},{""x"":1427,""y"":437,""t"":798,""event"":""mousemove""},{""x"":1454,""y"":417,""t"":815,""event"":""mousemove""},{""x"":1472,""y"":406,""t"":831,""event"":""mousemove""},{""x"":1494,""y"":392,""t"":848,""event"":""mousemove""},{""x"":1514,""y"":380,""t"":866,""event"":""mousemove""},{""x"":1526,""y"":372,""t"":881,""event"":""mousemove""},{""x"":1534,""y"":363,""t"":898,""event"":""mousemove""},{""x"":1541,""y"":356,""t"":915,""event"":""mousemove""},{""x"":1541,""y"":354,""t"":932,""event"":""mousemove""},{""x"":1542,""y"":353,""t"":948,""event"":""mousemove""},{""x"":1542,""y"":352,""t"":965,""event"":""mousemove""},{""x"":1543,""y"":352,""t"":982,""event"":""mousemove""},{""x"":1543,""y"":351,""t"":1016,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","33","73833","0.0-5.0-1.0-0.9","","","","","","","trial_start","1722","0","","","1","9","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","34","73834","0.0-5.0-1.0-1.9","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","35","75036","0.0-5.0-1.0-2.9","","","","","","","main_trial","null","null","","","1","9","1","Whole Image","./stimuli/wedding_negative_interaction.jpg","./stimuli/wedding_negative_interaction.jpg","","","","[{""x"":984,""y"":780,""t"":526,""event"":""mousemove""},{""x"":996,""y"":765,""t"":539,""event"":""mousemove""},{""x"":1029,""y"":719,""t"":555,""event"":""mousemove""},{""x"":1064,""y"":679,""t"":572,""event"":""mousemove""},{""x"":1130,""y"":623,""t"":588,""event"":""mousemove""},{""x"":1207,""y"":555,""t"":605,""event"":""mousemove""},{""x"":1233,""y"":534,""t"":622,""event"":""mousemove""},{""x"":1328,""y"":440,""t"":639,""event"":""mousemove""},{""x"":1378,""y"":402,""t"":655,""event"":""mousemove""},{""x"":1418,""y"":367,""t"":672,""event"":""mousemove""},{""x"":1434,""y"":351,""t"":689,""event"":""mousemove""},{""x"":1470,""y"":330,""t"":705,""event"":""mousemove""},{""x"":1480,""y"":325,""t"":722,""event"":""mousemove""},{""x"":1484,""y"":323,""t"":739,""event"":""mousemove""},{""x"":1485,""y"":323,""t"":756,""event"":""mousemove""},{""x"":1487,""y"":323,""t"":836,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","36","76543","0.0-5.0-1.0-0.10","","","","","","","trial_start","1505","0","","","1","10","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","37","76634","0.0-5.0-1.0-1.10","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","38","77837","0.0-5.0-1.0-2.10","","","","","","","main_trial","null","null","","","1","10","1","Whole Image","./stimuli/hospital_ambiguous_nointeraction.jpg","./stimuli/hospital_ambiguous_nointeraction.jpg","","","","[{""x"":956,""y"":776,""t"":460,""event"":""mousemove""},{""x"":928,""y"":761,""t"":474,""event"":""mousemove""},{""x"":837,""y"":699,""t"":491,""event"":""mousemove""},{""x"":794,""y"":660,""t"":508,""event"":""mousemove""},{""x"":663,""y"":548,""t"":525,""event"":""mousemove""},{""x"":576,""y"":478,""t"":541,""event"":""mousemove""},{""x"":535,""y"":417,""t"":559,""event"":""mousemove""},{""x"":501,""y"":385,""t"":575,""event"":""mousemove""},{""x"":477,""y"":356,""t"":591,""event"":""mousemove""},{""x"":467,""y"":344,""t"":608,""event"":""mousemove""},{""x"":449,""y"":330,""t"":625,""event"":""mousemove""},{""x"":428,""y"":320,""t"":641,""event"":""mousemove""},{""x"":423,""y"":317,""t"":659,""event"":""mousemove""},{""x"":414,""y"":310,""t"":675,""event"":""mousemove""},{""x"":406,""y"":299,""t"":691,""event"":""mousemove""},{""x"":402,""y"":291,""t"":708,""event"":""mousemove""},{""x"":393,""y"":279,""t"":725,""event"":""mousemove""},{""x"":385,""y"":274,""t"":742,""event"":""mousemove""},{""x"":381,""y"":268,""t"":758,""event"":""mousemove""},{""x"":376,""y"":266,""t"":776,""event"":""mousemove""},{""x"":374,""y"":266,""t"":791,""event"":""mousemove""},{""x"":372,""y"":266,""t"":808,""event"":""mousemove""},{""x"":371,""y"":266,""t"":834,""event"":""mousemove""},{""x"":371,""y"":267,""t"":875,""event"":""mousemove""},{""x"":371,""y"":267,""t"":1126,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","39","79555","0.0-5.0-1.0-0.11","","","","","","","trial_start","1717","0","","","1","11","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","40","79856","0.0-5.0-1.0-1.11","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","41","81058","0.0-5.0-1.0-2.11","","","","","","","main_trial","null","null","","","1","11","1","Whole Image","./stimuli/war_positive_interaction.jpg","./stimuli/war_positive_interaction.jpg","","","","[{""x"":987,""y"":793,""t"":500,""event"":""mousemove""},{""x"":1004,""y"":775,""t"":507,""event"":""mousemove""},{""x"":1074,""y"":706,""t"":523,""event"":""mousemove""},{""x"":1197,""y"":595,""t"":540,""event"":""mousemove""},{""x"":1251,""y"":545,""t"":557,""event"":""mousemove""},{""x"":1340,""y"":500,""t"":574,""event"":""mousemove""},{""x"":1444,""y"":429,""t"":590,""event"":""mousemove""},{""x"":1546,""y"":376,""t"":607,""event"":""mousemove""},{""x"":1571,""y"":355,""t"":623,""event"":""mousemove""},{""x"":1623,""y"":315,""t"":640,""event"":""mousemove""},{""x"":1647,""y"":301,""t"":657,""event"":""mousemove""},{""x"":1669,""y"":276,""t"":673,""event"":""mousemove""},{""x"":1677,""y"":264,""t"":690,""event"":""mousemove""},{""x"":1684,""y"":259,""t"":707,""event"":""mousemove""},{""x"":1687,""y"":254,""t"":724,""event"":""mousemove""},{""x"":1689,""y"":253,""t"":741,""event"":""mousemove""},{""x"":1689,""y"":251,""t"":757,""event"":""mousemove""},{""x"":1689,""y"":249,""t"":859,""event"":""mousemove""},{""x"":1687,""y"":249,""t"":875,""event"":""mousemove""},{""x"":1683,""y"":249,""t"":891,""event"":""mousemove""},{""x"":1664,""y"":253,""t"":908,""event"":""mousemove""},{""x"":1619,""y"":269,""t"":924,""event"":""mousemove""},{""x"":1608,""y"":275,""t"":940,""event"":""mousemove""},{""x"":1593,""y"":281,""t"":957,""event"":""mousemove""},{""x"":1579,""y"":286,""t"":974,""event"":""mousemove""},{""x"":1574,""y"":286,""t"":991,""event"":""mousemove""},{""x"":1572,""y"":286,""t"":1008,""event"":""mousemove""},{""x"":1569,""y"":286,""t"":1024,""event"":""mousemove""},{""x"":1568,""y"":286,""t"":1048,""event"":""mousemove""},{""x"":1567,""y"":286,""t"":1092,""event"":""mousemove""},{""x"":1564,""y"":287,""t"":1141,""event"":""mousemove""},{""x"":1563,""y"":287,""t"":1158,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","42","82835","0.0-5.0-1.0-0.12","","","","","","","trial_start","1776","0","","","1","12","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","43","82962","0.0-5.0-1.0-1.12","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","44","84165","0.0-5.0-1.0-2.12","","","","","","","main_trial","null","null","","","1","12","1","Whole Image","./stimuli/birth_negative_nointeraction.jpg","./stimuli/birth_negative_nointeraction.jpg","","","","[{""x"":972,""y"":789,""t"":568,""event"":""mousemove""},{""x"":989,""y"":770,""t"":573,""event"":""mousemove""},{""x"":1049,""y"":725,""t"":589,""event"":""mousemove""},{""x"":1103,""y"":665,""t"":604,""event"":""mousemove""},{""x"":1182,""y"":612,""t"":621,""event"":""mousemove""},{""x"":1242,""y"":540,""t"":638,""event"":""mousemove""},{""x"":1339,""y"":466,""t"":654,""event"":""mousemove""},{""x"":1388,""y"":430,""t"":671,""event"":""mousemove""},{""x"":1410,""y"":412,""t"":687,""event"":""mousemove""},{""x"":1450,""y"":377,""t"":704,""event"":""mousemove""},{""x"":1462,""y"":364,""t"":721,""event"":""mousemove""},{""x"":1469,""y"":355,""t"":738,""event"":""mousemove""},{""x"":1476,""y"":345,""t"":754,""event"":""mousemove""},{""x"":1477,""y"":342,""t"":771,""event"":""mousemove""},{""x"":1478,""y"":338,""t"":787,""event"":""mousemove""},{""x"":1478,""y"":337,""t"":820,""event"":""mousemove""},{""x"":1478,""y"":336,""t"":856,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","45","85836","0.0-5.0-1.0-0.13","","","","","","","trial_start","1670","0","","","1","13","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","46","85887","0.0-5.0-1.0-1.13","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
